UNIVERSIDADE,SEXO,GRUPO INSCRIÇÃO,VAGA CLASSIFICAÇÃO,PONTUAÇÃO,ENTRADA,COLOCAÇÕES,CURSO,MODALIDADE,TURNO,CIDADE
UNIVERSIDADE FEDERAL DO PARÁ,F,5,E,594.88,2,5,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,D,649.20,2,1,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,525.47,2,4,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,668.23,2,17,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,713.75,2,7,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,583.62,2,7,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,I,581.39,2,1,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,629.13,2,3,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,606.19,2,2,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,740.08,2,3,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,I,638.02,2,1,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,I,553.56,2,2,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,671.00,2,16,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,723.40,2,4,MATEMATICA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,592.15,2,14,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,547.54,2,20,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,587.36,2,15,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,595.76,2,12,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,525.58,2,1,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,I,530.71,2,2,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,677.80,2,1,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,636.94,2,6,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,557.50,2,17,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,605.40,2,10,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,G,539.00,2,1,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,551.83,2,19,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,650.39,2,4,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,614.35,2,9,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,641.96,2,5,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,527.32,2,1,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,492.71,2,2,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,554.84,2,18,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,594.55,2,13,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,J,538.67,2,1,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,650.91,2,3,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,C,541.44,2,1,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,568.39,2,16,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,599.35,2,11,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,665.15,2,2,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,616.97,2,8,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,625.57,2,7,PEDAGOGIA,LICENCIATURA,INTEGRAL,ABAETETUBA ACARA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,682.90,2,4,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,587.44,2,5,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,I,586.87,2,6,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,J,579.70,2,1,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,600.60,2,1,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,674.83,2,5,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,631.99,2,1,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,661.96,2,7,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,C,636.35,2,1,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,641.54,2,16,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,F,599.04,2,1,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,H,630.34,2,1,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,650.39,2,13,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,4,D,524.96,2,1,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,655.47,2,10,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,723.60,2,1,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,691.15,2,3,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,667.30,2,6,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,647.53,2,14,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,644.84,2,15,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,G,633.12,2,1,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,661.72,2,8,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,700.61,2,2,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,651.57,2,12,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,595.87,2,3,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,608.32,2,7,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,639.87,2,17,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,595.17,2,4,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,636.57,2,20,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,656.19,2,9,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,638.46,2,19,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,615.34,2,5,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,10,B,538.05,2,1,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,E,629.24,2,2,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,629.13,2,3,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,597.92,2,2,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,I,580.69,2,7,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,E,625.99,2,4,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,639.54,2,18,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,613.65,2,6,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,654.98,2,11,PEDAGOGIA,LICENCIATURA,VESPERTINO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,F,502.98,1,1,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,595.50,1,19,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,D,580.21,1,1,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,672.39,1,3,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,579.96,1,1,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,J,583.26,1,1,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,599.37,1,16,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,613.34,1,11,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,603.04,1,15,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,C,590.39,1,1,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,598.75,1,17,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,666.07,1,5,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,576.53,1,1,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,564.59,1,3,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,562.08,1,4,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,611.09,1,12,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,552.29,1,6,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,730.69,1,1,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,632.98,1,8,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,610.04,1,14,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,574.53,1,2,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,655.47,1,6,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,G,588.63,1,1,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,667.50,1,4,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,595.03,1,20,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,639.76,1,7,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,571.34,1,3,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,628.43,1,10,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,598.49,1,18,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,556.93,1,6,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,571.86,1,2,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,553.52,1,5,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,H,551.96,1,1,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,554.93,1,4,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,558.14,1,5,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,610.06,1,13,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,E,544.35,1,7,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,678.33,1,2,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,514.54,1,1,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,632.13,1,9,PEDAGOGIA,LICENCIATURA,NOTURNO,ABAETETUBA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,553.72,1,4,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,H,592.79,1,1,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,574.49,1,7,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,E,596.99,1,3,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,635.18,1,13,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,640.62,1,11,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,637.49,1,12,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,620.42,1,17,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,F,571.63,1,1,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,608.26,1,20,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,634.44,1,14,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,D,604.10,1,1,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,660.53,1,2,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,G,604.65,1,1,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,632.04,1,15,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,612.72,1,19,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,648.58,1,9,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,655.60,1,6,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,594.37,1,4,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,527.19,1,6,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,660.40,1,3,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,536.03,1,5,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,599.26,1,2,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,8,B,524.88,1,1,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,594.88,1,1,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,583.35,1,6,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,743.38,1,1,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,C,607.29,1,1,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,554.36,1,3,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,583.44,1,5,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,656.06,1,5,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,561.81,1,2,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,649.11,1,8,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,I,567.29,1,1,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,J,598.93,1,1,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,659.69,1,4,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,642.09,1,10,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,628.52,1,16,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,613.40,1,18,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,607.13,1,1,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,652.78,1,7,AGRONOMIA,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,625.42,1,12,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,643.50,1,9,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,666.89,1,2,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,533.30,1,2,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,612.02,1,15,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,J,601.00,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,F,609.75,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,I,561.26,1,2,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,548.86,1,5,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,568.24,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,646.95,1,8,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,E,567.80,1,4,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,D,605.88,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,612.81,1,14,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,665.35,1,3,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,551.83,1,4,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,660.22,1,5,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,E,590.24,1,3,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,H,543.53,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,649.79,1,6,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,647.26,1,7,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,665.21,1,4,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,733.35,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
